repo,file_path,language,framework,matched_keywords,html_url
Ranchero-Software/NetNewsWire,Mac/MainWindow/AddFolder/AddFolderWindowController.swift,Swift,UIKit,IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/AddFolder/AddFolderWindowController.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/ArticleExtractorButton.swift,Swift,UIKit,addSubview(; NSLayoutConstraint,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/ArticleExtractorButton.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Detail/DetailContainerView.swift,Swift,Mixed (SwiftUI + UIKit),View {; IBOutlet; addSubview(; NSLayoutConstraint,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Detail/DetailContainerView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Detail/DetailStatusBarView.swift,Swift,Mixed (SwiftUI + UIKit),View {; IBOutlet,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Detail/DetailStatusBarView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Detail/DetailViewController.swift,Swift,UIKit,viewDidLoad(); IBOutlet,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Detail/DetailViewController.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Detail/DetailWebView.swift,Swift,SwiftUI,View {,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Detail/DetailWebView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Detail/DetailWebViewController.swift,Swift,UIKit,loadView(),https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Detail/DetailWebViewController.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/IconView.swift,Swift,Mixed (SwiftUI + UIKit),View {; addSubview(,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/IconView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/MainWindowController.swift,Swift,UIKit,IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/MainWindowController.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/NNW3/NNW3OpenPanelAccessoryView.xib,Storyboard/xib,UIKit (Storyboard/XIB),<constraints>; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/NNW3/NNW3OpenPanelAccessoryView.xib
Ranchero-Software/NetNewsWire,Mac/MainWindow/NNW3/NNW3OpenPanelAccessoryViewController.swift,Swift,UIKit,viewDidLoad(); IBOutlet,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/NNW3/NNW3OpenPanelAccessoryViewController.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/OPML/ExportOPMLSheet.xib,Storyboard/xib,UIKit (Storyboard/XIB),<button; <constraints>; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/OPML/ExportOPMLSheet.xib
Ranchero-Software/NetNewsWire,Mac/MainWindow/OPML/ExportOPMLWindowController.swift,Swift,UIKit,IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/OPML/ExportOPMLWindowController.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/OPML/ImportOPMLSheet.xib,Storyboard/xib,UIKit (Storyboard/XIB),<button; <constraints>; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/OPML/ImportOPMLSheet.xib
Ranchero-Software/NetNewsWire,Mac/MainWindow/OPML/ImportOPMLWindowController.swift,Swift,UIKit,IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/OPML/ImportOPMLWindowController.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Sidebar/Cell/SidebarCell.swift,Swift,Mixed (SwiftUI + UIKit),View {; addSubview(,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Sidebar/Cell/SidebarCell.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Sidebar/Keyboard/SidebarKeyboardDelegate.swift,Swift,UIKit,IBOutlet,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Sidebar/Keyboard/SidebarKeyboardDelegate.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Sidebar/Renaming/RenameWindowController.swift,Swift,UIKit,IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Sidebar/Renaming/RenameWindowController.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Sidebar/SidebarOutlineView.swift,Swift,Mixed (SwiftUI + UIKit),View {; IBOutlet,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Sidebar/SidebarOutlineView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Sidebar/SidebarStatusBarView.swift,Swift,Mixed (SwiftUI + UIKit),View {; IBOutlet; NSLayoutConstraint,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Sidebar/SidebarStatusBarView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Sidebar/SidebarViewController.swift,Swift,UIKit,viewDidLoad(); IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Sidebar/SidebarViewController.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Sidebar/UnreadCountView.swift,Swift,SwiftUI,View {,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Sidebar/UnreadCountView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Timeline/Cell/TimelineTableCellView.swift,Swift,Mixed (SwiftUI + UIKit),View {; addSubview(,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Timeline/Cell/TimelineTableCellView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Timeline/Cell/UnreadIndicatorView.swift,Swift,SwiftUI,View {,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Timeline/Cell/UnreadIndicatorView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Timeline/Keyboard/TimelineKeyboardDelegate.swift,Swift,UIKit,IBOutlet,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Timeline/Keyboard/TimelineKeyboardDelegate.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Timeline/TimelineContainerView.swift,Swift,Mixed (SwiftUI + UIKit),View {; addSubview(; NSLayoutConstraint,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Timeline/TimelineContainerView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Timeline/TimelineContainerViewController.swift,Swift,UIKit,viewDidLoad(); IBOutlet,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Timeline/TimelineContainerViewController.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Timeline/TimelineTableRowView.swift,Swift,Mixed (SwiftUI + UIKit),View {; addSubview(; NSLayoutConstraint,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Timeline/TimelineTableRowView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Timeline/TimelineTableView.swift,Swift,SwiftUI,View {,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Timeline/TimelineTableView.swift
Ranchero-Software/NetNewsWire,Mac/MainWindow/Timeline/TimelineTableView.xib,Storyboard/xib,UIKit (Storyboard/XIB),<tableView; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Timeline/TimelineTableView.xib
Ranchero-Software/NetNewsWire,Mac/MainWindow/Timeline/TimelineViewController.swift,Swift,Mixed (SwiftUI + UIKit),View {; viewDidLoad(); IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/MainWindow/Timeline/TimelineViewController.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountCell.swift,Swift,SwiftUI,View {,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountCell.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsAddCloudKit.xib,Storyboard/xib,UIKit (Storyboard/XIB),<button; <imageView; <constraints>; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsAddCloudKit.xib
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsAddCloudKitWindowController.swift,Swift,UIKit,IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsAddCloudKitWindowController.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsAddLocal.xib,Storyboard/xib,UIKit (Storyboard/XIB),<button; <imageView; <constraints>; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsAddLocal.xib
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsAddLocalWindowController.swift,Swift,UIKit,IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsAddLocalWindowController.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsDetailView.swift,Swift,SwiftUI,import SwiftUI; View {; some View; body: some View; @State; VStack; .padding(; .frame(,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsDetailView.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsDetailViewController.swift,Swift,Mixed (SwiftUI + UIKit),import SwiftUI; loadView(),https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsDetailViewController.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsFeedbin.xib,Storyboard/xib,UIKit (Storyboard/XIB),<button; <imageView; <constraints>; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsFeedbin.xib
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsFeedbinWindowController.swift,Swift,UIKit,IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsFeedbinWindowController.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsNewsBlur.xib,Storyboard/xib,UIKit (Storyboard/XIB),<button; <imageView; <constraints>; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsNewsBlur.xib
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsNewsBlurWindowController.swift,Swift,UIKit,IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsNewsBlurWindowController.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsPreferencesViewController.swift,Swift,Mixed (SwiftUI + UIKit),import SwiftUI; viewDidLoad(); IBOutlet; IBAction; addSubview(; NSLayoutConstraint,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsPreferencesViewController.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsReaderAPI.xib,Storyboard/xib,UIKit (Storyboard/XIB),<button; <imageView; <constraints>; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsReaderAPI.xib
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AccountsReaderAPIWindowController.swift,Swift,UIKit,IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AccountsReaderAPIWindowController.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AddAccountHelpView.swift,Swift,SwiftUI,import SwiftUI; View {; some View; body: some View; VStack; HStack; ForEach(; .padding(; .frame(,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AddAccountHelpView.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Accounts/AddAccountsView.swift,Swift,SwiftUI,import SwiftUI; View {; some View; body: some View; @State; VStack; HStack; ForEach(; ViewBuilder; .padding(,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Accounts/AddAccountsView.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/Advanced/AdvancedPreferencesViewController.swift,Swift,UIKit,IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/Advanced/AdvancedPreferencesViewController.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/General/GeneralPrefencesViewController.swift,Swift,UIKit,IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/General/GeneralPrefencesViewController.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/PreferencesControlsBackgroundView.swift,Swift,SwiftUI,View {,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/PreferencesControlsBackgroundView.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/PreferencesTableViewBackgroundView.swift,Swift,SwiftUI,View {,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/PreferencesTableViewBackgroundView.swift
Ranchero-Software/NetNewsWire,Mac/Preferences/PreferencesWindowController.swift,Swift,Mixed (SwiftUI + UIKit),View {; storyboard; addSubview(,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Preferences/PreferencesWindowController.swift
Ranchero-Software/NetNewsWire,Mac/SafariExtension/Base.lproj/SafariExtensionViewController.xib,Storyboard/xib,UIKit (Storyboard/XIB),<connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/SafariExtension/Base.lproj/SafariExtensionViewController.xib
Ranchero-Software/NetNewsWire,Mac/Scripting/AppDelegate+Scriptability.swift,Swift,SwiftUI,List {,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/Scripting/AppDelegate+Scriptability.swift
Ranchero-Software/NetNewsWire,Mac/ShareExtension/Base.lproj/ShareViewController.xib,Storyboard/xib,UIKit (Storyboard/XIB),<button; <imageView; <constraints>; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/ShareExtension/Base.lproj/ShareViewController.xib
Ranchero-Software/NetNewsWire,Mac/ShareExtension/ShareViewController.swift,Swift,UIKit,loadView(); IBOutlet; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Mac/ShareExtension/ShareViewController.swift
Ranchero-Software/NetNewsWire,Modules/Account/Sources/Account/Account.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/Account/Sources/Account/Account.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/AppKit/NSOutlineView+RSCore.swift,Swift,Mixed (SwiftUI + UIKit),View {; IBAction,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/AppKit/NSOutlineView+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/AppKit/NSTableView+RSCore.swift,Swift,SwiftUI,View {,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/AppKit/NSTableView+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/AppKit/NSView+RSCore.swift,Swift,Mixed (SwiftUI + UIKit),View {; NSLayoutConstraint,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/AppKit/NSView+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/RSImage.swift,Swift,UIKit,import UIKit; UIImageView,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/RSImage.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/RSScreen.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/RSScreen.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/SendToCommand.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/SendToCommand.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/CroppingPreviewParameters.swift,Swift,UIKit,import UIKit; UIView,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/CroppingPreviewParameters.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/ImageHeaderView.swift,Swift,Mixed (SwiftUI + UIKit),View {; import UIKit; UITableView; UIImageView; addSubview(; layoutSubviews(),https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/ImageHeaderView.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/InteractiveLabel.swift,Swift,UIKit,import UIKit; UILabel,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/InteractiveLabel.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/ModalNavigationController.swift,Swift,UIKit,import UIKit; UINavigationController,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/ModalNavigationController.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/NonIntrinsicImageView.swift,Swift,Mixed (SwiftUI + UIKit),View {; import UIKit; UIView; UIImageView,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/NonIntrinsicImageView.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/NonIntrinsicLabel.swift,Swift,UIKit,import UIKit; UIView; UILabel,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/NonIntrinsicLabel.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/PoppableGestureRecognizerDelegate.swift,Swift,UIKit,import UIKit; UINavigationController,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/PoppableGestureRecognizerDelegate.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/UIBarButtonItem+RSCore.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/UIBarButtonItem+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/UICollectionView+RSCore.swift,Swift,Mixed (SwiftUI + UIKit),View {; import UIKit; UICollectionView,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/UICollectionView+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/UIFont+RSCore.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/UIFont+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/UIPageViewController+RSCore.swift,Swift,Mixed (SwiftUI + UIKit),View {; import UIKit; UIScrollView,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/UIPageViewController+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/UIResponder+RSCore.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/UIResponder+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/UIStoryboard+RSCore.swift,Swift,UIKit,import UIKit; UIViewController; UIView; storyboard,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/UIStoryboard+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/UITableView+RSCore.swift,Swift,Mixed (SwiftUI + UIKit),View {; import UIKit; UITableView,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/UITableView+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/UIView+RSCore.swift,Swift,Mixed (SwiftUI + UIKit),View {; import UIKit; UIView,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/UIView+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/UIViewController+RSCore.swift,Swift,Mixed (SwiftUI + UIKit),import SwiftUI; ViewBuilder; import UIKit; UIViewController; UIView,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/UIViewController+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCore/UIKit/UIWindow+RSCore.swift,Swift,UIKit,import UIKit; UIViewController; UIView; UINavigationController; UITabBarController,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCore/UIKit/UIWindow+RSCore.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCoreResources/AppKit/IndeterminateProgressWindowController.swift,Swift,UIKit,IBOutlet,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCoreResources/AppKit/IndeterminateProgressWindowController.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCoreResources/AppKit/WebViewWindowController.swift,Swift,UIKit,IBOutlet,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCoreResources/AppKit/WebViewWindowController.swift
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCoreResources/Resources/IndeterminateProgressWindow.xib,Storyboard/xib,UIKit (Storyboard/XIB),<constraints>; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCoreResources/Resources/IndeterminateProgressWindow.xib
Ranchero-Software/NetNewsWire,Modules/RSCore/Sources/RSCoreResources/Resources/WebViewWindow.xib,Storyboard/xib,UIKit (Storyboard/XIB),<constraints>; <connections>; customClass=,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSCore/Sources/RSCoreResources/Resources/WebViewWindow.xib
Ranchero-Software/NetNewsWire,Modules/RSTree/Sources/RSTree/NSOutlineView+RSTree.swift,Swift,SwiftUI,View {,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Modules/RSTree/Sources/RSTree/NSOutlineView+RSTree.swift
Ranchero-Software/NetNewsWire,Shared/AccountType+Helpers.swift,Swift,Mixed (SwiftUI + UIKit),import SwiftUI; import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Shared/AccountType+Helpers.swift
Ranchero-Software/NetNewsWire,Shared/Article Rendering/ArticleRenderer.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Shared/Article Rendering/ArticleRenderer.swift
Ranchero-Software/NetNewsWire,Shared/Article Rendering/WebViewConfiguration.swift,Swift,SwiftUI,List {,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Shared/Article Rendering/WebViewConfiguration.swift
Ranchero-Software/NetNewsWire,Shared/Assets.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Shared/Assets.swift
Ranchero-Software/NetNewsWire,Shared/Extensions/IconImage.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Shared/Extensions/IconImage.swift
Ranchero-Software/NetNewsWire,Shared/Extensions/NSAttributedString+Extensions.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Shared/Extensions/NSAttributedString+Extensions.swift
Ranchero-Software/NetNewsWire,Shared/Extensions/RSImage+Extensions.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Shared/Extensions/RSImage+Extensions.swift
Ranchero-Software/NetNewsWire,Shared/Favicons/ColorHash.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Shared/Favicons/ColorHash.swift
Ranchero-Software/NetNewsWire,Shared/Settings/AddCloudKitAccount.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Shared/Settings/AddCloudKitAccount.swift
Ranchero-Software/NetNewsWire,Shared/SmartFeeds/PseudoFeed.swift,Swift,UIKit,import UIKit,https://github.com/Ranchero-Software/NetNewsWire/blob/HEAD/Shared/SmartFeeds/PseudoFeed.swift
AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine,NewsApp With SwiftUI Framework/AppDelegate.swift,Swift,UIKit,import UIKit,https://github.com/AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine/blob/HEAD/NewsApp With SwiftUI Framework/AppDelegate.swift
AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine,NewsApp With SwiftUI Framework/Base.lproj/LaunchScreen.storyboard,Storyboard/xib,UIKit (Storyboard/XIB),<viewController; <label; <imageView; <constraints>,https://github.com/AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine/blob/HEAD/NewsApp With SwiftUI Framework/Base.lproj/LaunchScreen.storyboard
AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine,NewsApp With SwiftUI Framework/SceneDelegate.swift,Swift,Mixed (SwiftUI + UIKit),import SwiftUI; import UIKit,https://github.com/AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine/blob/HEAD/NewsApp With SwiftUI Framework/SceneDelegate.swift
AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine,NewsApp With SwiftUI Framework/UI/ActivityIndicator.swift,Swift,Mixed (SwiftUI + UIKit),import SwiftUI; View {; import UIKit; UIView,https://github.com/AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine/blob/HEAD/NewsApp With SwiftUI Framework/UI/ActivityIndicator.swift
AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine,NewsApp With SwiftUI Framework/UI/ActivityViewController.swift,Swift,Mixed (SwiftUI + UIKit),import SwiftUI; import UIKit; UIViewController; UIView,https://github.com/AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine/blob/HEAD/NewsApp With SwiftUI Framework/UI/ActivityViewController.swift
AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine,NewsApp With SwiftUI Framework/UI/ArticleRow.swift,Swift,SwiftUI,import SwiftUI; View {; some View; body: some View; @State; VStack; ZStack; .padding(; .frame(,https://github.com/AlexeyVoronov96/NewsApp-With-SwiftUI-And-Combine/blob/HEAD/NewsApp With SwiftUI Framework/UI/ArticleRow.swift
